Parameters: 1244650
Epoch	Loss(Tr)	Loss(val)	mIOU (tr)	mIOU (val	
0		0.3953		0.2935		0.5762		0.6106		0.0005000
1		0.2031		0.1233		0.8335		0.8676		0.0004997
2		0.1315		0.0621		0.8750		0.8982		0.0004994
3		0.0935		0.0433		0.8973		0.8986		0.0004991
4		0.0850		0.0328		0.9036		0.9046		0.0004988
5		0.0685		0.0277		0.9174		0.9137		0.0004985
6		0.0984		0.0292		0.8878		0.9042		0.0004982
7		0.0649		0.0231		0.9186		0.9163		0.0004979
8		0.0639		0.0224		0.9176		0.9129		0.0004976
9		0.0574		0.0231		0.9244		0.9164		0.0004973
10		0.0720		0.0227		0.9045		0.9096		0.0004970
11		0.0566		0.0219		0.9204		0.9152		0.0004967
12		0.0570		0.0196		0.9225		0.9172		0.0004964
13		0.0538		0.0189		0.9244		0.9194		0.0004961
14		0.0510		0.0188		0.9306		0.9165		0.0004958
15		0.0496		0.0182		0.9266		0.9201		0.0004955
16		0.0470		0.0211		0.9322		0.9111		0.0004952
17		0.0559		0.0196		0.9243		0.9163		0.0004949
18		0.0477		0.0177		0.9334		0.9207		0.0004946
19		0.0556		0.0180		0.9231		0.9177		0.0004943
20		0.0455		0.0182		0.9332		0.9171		0.0004940
21		0.0497		0.0177		0.9256		0.9239		0.0004937
22		0.0494		0.0172		0.9285		0.9235		0.0004934
23		0.0542		0.0172		0.9290		0.9199		0.0004931
24		0.0492		0.0165		0.9291		0.9232		0.0004928
25		0.0452		0.0161		0.9328		0.9230		0.0004925
26		0.0431		0.0168		0.9343		0.9189		0.0004922
27		0.0645		0.0276		0.9169		0.9029		0.0004919
28		0.0408		0.0161		0.9365		0.9242		0.0004916
29		0.0448		0.0171		0.9313		0.9198		0.0004913
30		0.0438		0.0172		0.9346		0.9242		0.0004910
31		0.0421		0.0172		0.9374		0.9253		0.0004907
32		0.0476		0.0165		0.9234		0.9229		0.0004904
33		0.0382		0.0163		0.9438		0.9263		0.0004901
34		0.0404		0.0152		0.9407		0.9274		0.0004898
35		0.0399		0.0156		0.9400		0.9269		0.0004895
36		0.0397		0.0161		0.9403		0.9250		0.0004892
37		0.0421		0.0150		0.9336		0.9256		0.0004889
38		0.0405		0.0162		0.9400		0.9261		0.0004886
39		0.0369		0.0170		0.9428		0.9244		0.0004883
40		0.0427		0.0161		0.9315		0.9277		0.0004880
41		0.0415		0.0154		0.9385		0.9241		0.0004877
42		0.0449		0.0169		0.9329		0.9227		0.0004874
43		0.0425		0.0153		0.9364		0.9276		0.0004871
44		0.0409		0.0149		0.9401		0.9260		0.0004868
45		0.0440		0.0150		0.9319		0.9273		0.0004865
46		0.0704		0.0231		0.9041		0.9045		0.0004862
47		0.0425		0.0166		0.9387		0.9222		0.0004859
48		0.0416		0.0148		0.9388		0.9272		0.0004856
49		0.0451		0.0153		0.9302		0.9261		0.0004853
