1.50217,0.0538141,2.916,-0.725554,0.0648334,2.986,
1.57068,0.0562686,3.049,0.2797,0.00249519,4.641,
-1.22628,-1.01581,4.53,0.981682,-0.925389,4.097,
-0.584183,0.0314107,3.618,-0.991242,0.0293184,3.377,
1.10553,-0.274443,3.199,1.32549,-0.245618,2.863,
1.11277,-0.629107,3.69,-1.29247,-0.44174,2.616,
-1.31081,0.188563,2.801,-0.947554,0.196574,2.92,
1.55213,-0.237672,3.195,-1.25255,-0.207002,2.845,
-0.726279,-0.679874,4.409,1.44042,-0.493514,3.167,
0.957799,-0.698416,4.627,1.09138,-0.523624,3.469,
0.98599,-1.24862,4.801,2.45756,-1.24862,4.801,
-0.571169,-0.251419,3.891,-0.974405,-0.182991,2.832,
-0.988409,-0.70482,4.523,1.27035,-0.540557,3.433,
1.15294,-0.35352,3.305,1.72831,-0.371811,3.476,
0.657235,-0.185099,4.801,0.132461,-0.184637,4.789,
0.913594,0.0785122,3.616,0.378712,0.0970546,4.47,
1.34608,-0.123303,2.949,-1.4636,-0.112714,2.805,
0.252981,-0.580154,4.707,-0.265955,-0.573868,4.656,
1.73845,-0.311929,3.44,-1.01175,-0.36109,4.055,
0.948536,0.0426239,3.57,0.395751,0.0537037,4.498,
-1.18079,-0.56235,2.885,-0.244539,-0.920251,4.682,
1.33904,0.164212,2.775,0.0939154,0.262917,4.443,
0.7042,-0.247659,4.801,0.136884,-0.228367,4.427,
0.919583,-0.321431,3.973,1.06739,-0.281788,3.483,
1.6219,-0.157644,3.262,-1.30658,-0.134118,2.872,
-0.118455,0.141232,4.265,0.522241,-0.0970794,3.373,
-0.0340106,0.137192,4.143,-1.04635,-0.0408664,4.425,
-1.08323,-0.935677,4.645,0.331063,-0.571925,4.147,
-0.712577,-0.888901,4.801,0.700463,-0.429345,3.438,
1.63941,-0.816551,4.656,0.0232078,-0.56828,4.801,
-0.680529,-0.299558,4.636,2.27217,-1.64784,4.757,
-0.982508,-0.700612,4.496,-1.5323,-0.387251,3.061,
-0.626475,-0.0599789,4.801,0.387043,-0.15522,4.026,
-0.745452,-0.0827438,4.761,1.33141,-0.349698,3.598,
-0.768614,-0.552301,4.666,-1.10028,0.0716985,3.57,
1.15784,-1.46832,4.279,-1.42402,-0.738963,4.645,
-0.760019,-0.64149,4.707,-0.161257,-0.510609,4.702,
0.00753392,-0.176836,4.789,-1.1948,-0.268157,4.048,
1.61293,-0.885013,4.78,-1.57308,-0.77277,4.326,
-0.877733,-1.29021,4.561,-0.843155,-1.68913,4.535,
0.193335,-0.171178,4.094,0.61443,-0.145214,3.222,
-0.677294,-0.121824,4.773,1.38453,-0.161667,3.134,
0.883454,0.0315711,3.062,-1.20461,0.0524605,3.452,
0.10799,-0.762279,4.743,-1.16046,-0.77022,4.651,
0.962109,-0.60773,3.599,0.52772,-0.705513,4.099,
0.22901,-0.525183,4.261,-0.0942047,-0.60738,4.801,
-0.765616,0.246511,3.848,0.812513,0.0425366,3.135,
-0.996725,-0.319662,4.494,1.86921,-0.882615,4.605,
0.507489,-0.678668,4.266,0.770538,-0.882474,3.907,
1.51806,0.186166,3.146,0.528651,0.0483268,3.18,
-0.696319,0.134176,4.494,1.00892,0.0792551,3.174,
0.606711,-1.24911,4.773,-1.92652,-1.04993,4.425,
1.33059,-0.20063,3.359,-1.04808,-0.220276,4.558,
0.498851,-0.17544,3.401,0.602533,-0.234502,3.455,
0.72539,-0.253553,3.134,1.37431,-0.171877,3.134,
0.830219,0.10897,2.996,0.843926,0.158796,2.925,
0.485196,-0.436268,3.587,-0.67344,-0.787241,4.801,
0.328252,-1.12712,4.686,1.72178,-1.17824,4.801,
-0.531214,-1.13629,4.789,0.212131,-0.765839,4.492,
-1.33404,-0.987053,4.784,-0.738619,-1.15437,4.767,
0.249665,-0.0234923,3.93,1.40816,-0.030218,3.272,
-0.0447787,0.199227,3.904,0.355308,0.00738117,3.407,
-1.47184,-1.06094,4.801,-1.14449,-1.33492,4.587,
0.213568,-0.344894,4.098,0.898935,-0.281927,3.225,
0.161744,-1.19214,4.732,-1.4541,-0.741176,2.886,
-0.469925,-0.67776,4.801,1.20163,-0.325562,3.527,
-0.647114,-0.246576,4.78,1.62095,-0.474795,3.526,
-0.853938,-0.79054,4.593,-1.84901,-0.526392,4.328,
0.766632,0.457292,3.074,-0.968232,0.479788,3.452,
-0.0914315,0.109012,3.292,-1.45619,-0.76378,4.801,
-1.3466,-1.23298,4.801,-0.811909,-0.870977,4.255,
1.15037,-1.26426,4.801,-0.930642,-0.649667,4.602,
1.57114,0.192676,3.256,1.32232,0.156616,3.394,
-0.531304,0.102378,3.429,1.49294,0.0640196,3.469,
1.44543,-0.555347,3.889,1.49675,-0.391279,3.658,
0.270679,-0.199627,3.535,0.731675,-0.220895,3.507,
1.41495,-0.590744,4,0.213527,-0.321268,3.543,
1.2558,-0.232169,3.686,-1.66432,-0.266213,4.457,
1.31579,0.456548,3.069,-0.852322,0.400108,3.76,
1.07184,-0.77317,4.535,-1.66531,-1.18894,4.75,
-0.0158101,-0.237672,3.195,0.242751,-0.298605,3.548,
-0.704134,-0.309619,4.073,-2.0745,-0.579596,4.357,
1.99825,-1.29861,4.271,-1.30559,0.355438,4.17,
0.0525748,-0.525368,3.597,1.04695,-0.499091,3.846,
1.0752,-1.35995,4.78,0.244995,-0.396065,3.76,
-0.874828,0.108021,4.326,-0.208286,0.0121108,3.191,
0.471486,0.144273,3.364,0.945307,0.141313,3.295,
1.50357,-0.169484,3.507,-0.364943,-0.119554,3.551,
-0.908133,-0.657163,4.602,-0.804848,-0.403086,4.218,
1.48695,-1.07658,4.801,-2.22404,-0.791566,4.472,
-0.353447,-0.509767,3.611,1.57259,-0.316749,3.259,
-0.519451,-0.197931,3.837,-0.602228,-0.730471,4.244,
1.20719,0.16871,3.306,1.02847,0.20406,3.356,
1.23068,-0.407858,3.813,1.34958,-0.26895,3.538,
1.36549,-0.912108,4.528,-1.68319,-1.40502,4.801,
1.47983,0.182653,3.174,-0.0269014,0.156555,3.277,
1.86348,-1.33066,4.33,0.927095,0.327499,3.447,
0.7594,0.452978,3.045,-0.403293,0.40968,3.211,
-0.0957642,0.114178,3.448,-0.949622,-0.455229,3.508,
1.12526,-0.31523,3.54,-2.27025,-0.216379,4.801,
-0.113413,-0.0264098,3.472,1.00624,-0.98055,4.607,
1.00694,-0.301684,3.451,1.12331,-0.186142,3.498,
1.14615,-0.630375,4.088,-1.93877,-0.759644,4.775,
-1.09688,-0.908625,4.052,-2.59112e-22,-4.2252e-21,-1.04971e-21,
-0.522665,0.028103,3.237,-0.599519,-0.27187,3.169,
0.98928,-0.162041,3.353,-2.0208,-0.169488,4.59,
-0.630351,-0.786328,4.247,0.845554,-0.623537,3.96,
1.49927,-0.746751,4.258,-1.37155,-0.403837,3.894,
-0.311358,0.114906,3.47,0.482253,-0.0823619,3.699,
-0.133391,-0.219951,3.404,0.559658,0.310719,3.577,
