Parameters: 1244650
Epoch	Loss(Tr)	Loss(val)	mIOU (tr)	mIOU (val	
0		0.9171		0.4483		0.5576		0.5788		0.0005000
1		0.8949		0.4329		0.5618		0.5417		0.0004995
2		0.8879		0.4267		0.5625		0.5916		0.0004991
3		0.8762		0.4243		0.5712		0.5731		0.0004987
4		0.8764		0.4232		0.5698		0.5840		0.0004982
5		0.8685		0.4246		0.5805		0.5754		0.0004978
6		0.8786		0.4213		0.5741		0.5808		0.0004973
7		0.8730		0.4211		0.5741		0.5645		0.0004968
8		0.8709		0.4219		0.5767		0.5710		0.0004964
9		0.8636		0.4185		0.5751		0.5790		0.0004959
10		0.8618		0.4176		0.5781		0.5808		0.0004955
11		0.8576		0.4240		0.5797		0.5436		0.0004951
12		0.8601		0.4173		0.5771		0.5782		0.0004946
13		0.8541		0.4253		0.5766		0.5731		0.0004941
14		0.8550		0.4199		0.5759		0.5913		0.0004937
15		0.8557		0.4185		0.5836		0.5886		0.0004932
16		0.8509		0.4234		0.5812		0.5583		0.0004928
17		0.8463		0.4221		0.5867		0.5697		0.0004923
18		0.8433		0.4259		0.5832		0.5873		0.0004919
19		0.8437		0.4207		0.5833		0.5853		0.0004914
20		0.8383		0.4330		0.5802		0.5309		0.0004910
21		0.8394		0.4215		0.5861		0.5815		0.0004905
22		0.8327		0.4234		0.5853		0.5830		0.0004901
23		0.8421		0.4241		0.5810		0.5690		0.0004896
24		0.8310		0.4235		0.5863		0.5689		0.0004892
25		0.8311		0.4252		0.5878		0.5604		0.0004887
26		0.8314		0.4264		0.5842		0.5810		0.0004883
27		0.8275		0.4326		0.5879		0.5721		0.0004878
28		0.8246		0.4268		0.5889		0.5736		0.0004874
29		0.8265		0.4273		0.5860		0.5595		0.0004869
30		0.8248		0.4274		0.5900		0.5772		0.0004865
31		0.8274		0.4343		0.5888		0.5461		0.0004860
32		0.8211		0.4274		0.5936		0.5708		0.0004856
33		0.8213		0.4374		0.5896		0.5694		0.0004851
34		0.8158		0.4356		0.5953		0.5476		0.0004847
35		0.8150		0.4384		0.5957		0.5552		0.0004842
36		0.8128		0.4322		0.5953		0.5632		0.0004838
37		0.8161		0.4373		0.5900		0.5572		0.0004833
38		0.8041		0.4325		0.6051		0.5713		0.0004829
39		0.8107		0.4341		0.5957		0.5634		0.0004824
40		0.8089		0.4453		0.5961		0.5275		0.0004820
41		0.8084		0.4472		0.6015		0.5375		0.0004815
42		0.8027		0.4514		0.6004		0.5392		0.0004811
43		0.8060		0.4404		0.5981		0.5581		0.0004806
44		0.8074		0.4439		0.5982		0.5596		0.0004802
45		0.7983		0.4368		0.5967		0.5686		0.0004797
46		0.7895		0.4471		0.6017		0.5558		0.0004793
47		0.8019		0.4366		0.5988		0.5590		0.0004788
48		0.7992		0.4430		0.5970		0.5665		0.0004783
49		0.8026		0.4446		0.5995		0.5579		0.0004779
50		0.7949		0.4442		0.5973		0.5516		0.0004774
51		0.7948		0.4441		0.6001		0.5573		0.0004770
52		0.7858		0.4620		0.6055		0.5480		0.0004765
53		0.7864		0.4525		0.6050		0.5474		0.0004761
54		0.7916		0.4471		0.6007		0.5455		0.0004756
