0.205353,-0.187338,2.066,1.08235,-0.201596,2.184,
0.200483,-0.182895,2.017,0.220541,-0.160136,2.02,
-0.00823195,-0.524013,2.481,-0.80658,-0.319002,2.16,
0.188941,-0.380159,2.188,0.979976,-0.310858,2.202,
0.380347,-0.192284,2.047,0.929657,-0.0195789,2.12,
0.35381,-0.152795,2.01,0.959132,0.0552992,2.079,
0.578323,-0.0121885,2.039,0.992686,0.09206,1.927,
0.333191,-0.193975,2.065,-0.372176,0.0219894,0.779,
0.128912,-0.322868,2.139,-0.297587,-0.175276,2.005,
0.150112,-0.406217,2.194,0.472271,-0.143409,1.971,
0.220463,-0.421184,2.255,-0.112775,-0.358877,2.303,
-0.370906,0.0270649,0.779,0.357859,0.0673213,2.033,
0.838701,0.181214,2.126,-0.330178,0.0516342,0.767,
0.219261,-0.49971,2.403,1.09729,-0.395101,2.274,
-0.381946,0.0454468,0.768,0.558375,0.115957,2.015,
-0.34914,-0.168492,1.964,-0.721397,-0.17587,1.975,
0.419549,-0.0989131,1.98,0.380972,-0.0645585,2.015,
0.353458,-0.152643,2.008,0.830491,0.0544214,2.046,
0.573785,-0.0120929,2.023,0.173315,0.110789,2.171,
0.0418318,-0.192343,1.979,-0.654261,-0.248442,2.254,
0.331093,-0.192754,2.052,0.601083,0.0503148,2.015,
0.128731,-0.322416,2.136,-0.733561,-0.181189,2.112,
0.101626,-0.39143,2.152,0.821877,-0.189696,2.092,
0.156576,-0.644531,2.403,0.121214,-0.643995,2.401,
0.151891,-0.411031,2.22,0.974071,-0.143482,1.972,
0.727766,0.12173,2.002,-0.353616,0.0727689,0.753,
0.618735,0.0142399,2.019,0.982285,0.0471961,2.022,
0.392353,-0.110014,2.006,-0.31435,0.0714365,0.765,
0.65981,0.0673544,2.034,-0.217349,0.112703,0.766,
0.267969,-0.147702,2.03,-0.0685193,0.0993547,0.75,
0.462685,-0.10963,1.999,0.903875,0.235971,2.031,
0.149359,-0.361512,2.183,0.924942,-0.133284,2.012,
-0.342609,0.0246846,0.784,0.935472,0.0661824,2.102,
0.751759,0.159428,2.068,-0.133998,0.108514,0.79,
-0.284897,0.105538,0.787,-0.224548,0.10508,0.765,
0.108848,-0.441544,2.228,0.912376,-0.163989,2.112,
0.581755,0.0304702,2.005,-0.357286,0.109259,0.777,
0.336256,-0.19576,2.084,0.96979,0.04349,2.003,
-0.0426735,0.112637,0.451,0.163893,0.113391,0.457,
-0.0281535,0.0985962,0.454,-0.275085,0.168339,0.781,
-0.0382188,0.120468,0.442,0.0146803,0.122187,0.451,
-0.00509197,0.122706,0.774,-0.315692,0.126048,0.787,
-0.0282155,0.10993,0.455,-0.00226636,0.109163,0.458,
-0.00448684,0.116114,0.456,-0.0332614,0.11535,0.453,
-0.389957,0.0460978,0.779,0.77,0.109121,2.01,
-0.0193984,0.114135,0.457,-0.0697587,0.111258,0.47,
-0.0416593,0.118455,0.448,-0.191737,0.115604,0.454,
-0.0192711,0.113386,0.454,-0.0434088,0.108229,0.451,
-0.354938,0.0182762,0.783,0.967235,0.00438711,2.025,
-0.288187,0.0997726,0.782,-0.22402,0.0707468,0.785,
-0.6283,-0.167825,2.117,-0.554482,-0.202147,2.152,
-0.247343,0.135536,0.79,-0.0651968,0.0925158,0.754,
0.157944,-0.685699,2.424,1.16313,-0.411608,2.347,
-0.00445732,0.11535,0.453,0.159104,0.112069,0.467,
-0.253454,0.107634,0.793,0.96679,0.30875,2.031,
0.00770229,0.0636375,0.792,-0.087237,0.065121,0.764,
-0.207358,0.123933,0.766,-0.190081,0.159639,0.752,
-0.392498,-0.160918,1.989,-0.705082,-0.169935,2.059,
-0.616132,-0.164575,2.076,0.78274,-0.180675,2.106,
-0.243272,0.133306,0.777,0.948721,0.317075,2.042,
0.654557,0.156344,2.028,0.918015,0.14666,2.078,
-0.00445732,0.11535,0.453,0.166856,0.108654,0.459,
0.00755642,0.0624322,0.777,-0.276921,0.0663995,0.779,
-0.359628,-0.170259,2.023,0.171722,-0.180846,2.108,
0.651652,0.15565,2.019,-0.0594313,0.0610092,0.775,
0.114906,-0.642345,2.352,0.182835,-0.657563,2.338,
0.0726624,-0.65711,2.35,1.81571,-1.37374,4.801,
0.141146,-0.788388,2.342,0.171913,-0.888708,2.345,
-0.0185495,0.10914,0.437,0.966885,0.342615,1.997,
-0.0307726,0.119093,0.41,-0.0429586,0.120735,0.418,
0.677145,0.0721614,2.077,0.926409,0.0694406,2.097,
-0.0797849,0.118438,0.401,-0.0476149,0.118409,0.417,
-0.0912739,0.121778,0.424,-0.0798972,0.116801,0.426,
-0.112013,0.122668,0.432,0.190489,0.125191,0.446,
-0.00438844,0.113567,0.446,0.991431,0.382093,2.034,
-0.194497,0.115413,0.426,0.675722,0.124163,2.042,
