Parameters: 718174
Epoch	Loss(Tr)	Loss(val)	mIOU (tr)	mIOU (val	
0		0.1961		0.1039		0.8133		0.8885		0.0005000
1		0.0877		0.0337		0.8548		0.8865		0.0004985
2		0.0647		0.0214		0.8723		0.8871		0.0004970
3		0.0623		0.0187		0.8751		0.9023		0.0004955
4		0.0500		0.0174		0.8904		0.8919		0.0004940
5		0.0485		0.0186		0.8939		0.9006		0.0004925
6		0.0530		0.0161		0.8857		0.8914		0.0004910
7		0.0445		0.0154		0.8993		0.9076		0.0004895
8		0.0447		0.0142		0.8981		0.9182		0.0004880
9		0.0424		0.0149		0.9023		0.8936		0.0004865
10		0.0420		0.0143		0.9037		0.9123		0.0004850
11		0.0418		0.0169		0.9028		0.9134		0.0004835
12		0.0448		0.0151		0.8988		0.9163		0.0004820
13		0.0394		0.0131		0.9077		0.9054		0.0004805
14		0.0377		0.0134		0.9117		0.9238		0.0004790
15		0.0378		0.0132		0.9119		0.9084		0.0004774
16		0.0388		0.0134		0.9104		0.9078		0.0004759
17		0.0456		0.0143		0.8980		0.9110		0.0004744
18		0.0406		0.0128		0.9084		0.9175		0.0004729
19		0.0391		0.0122		0.9097		0.9181		0.0004714
20		0.0365		0.0128		0.9140		0.9123		0.0004699
21		0.0399		0.0130		0.9108		0.9207		0.0004684
22		0.0379		0.0126		0.9144		0.9059		0.0004669
23		0.0354		0.0127		0.9160		0.9162		0.0004654
24		0.0361		0.0114		0.9166		0.9044		0.0004639
25		0.0368		0.0112		0.9165		0.9099		0.0004623
26		0.0489		0.0145		0.8929		0.9003		0.0004608
27		0.0434		0.0147		0.9038		0.8948		0.0004593
28		0.0399		0.0133		0.9089		0.9086		0.0004578
29		0.0390		0.0121		0.9116		0.9081		0.0004563
30		0.0372		0.0136		0.9142		0.8920		0.0004548
31		0.0381		0.0134		0.9140		0.8991		0.0004532
32		0.0361		0.0131		0.9173		0.9054		0.0004517
33		0.0386		0.0133		0.9125		0.9219		0.0004502
34		0.0426		0.0134		0.9053		0.8977		0.0004487
35		0.0374		0.0136		0.9145		0.9233		0.0004472
36		0.0363		0.0129		0.9174		0.9127		0.0004457
37		0.0356		0.0139		0.9176		0.9198		0.0004441
38		0.0410		0.0121		0.9085		0.9027		0.0004426
39		0.0376		0.0138		0.9146		0.9144		0.0004411
40		0.0357		0.0126		0.9168		0.9021		0.0004396
41		0.0372		0.0128		0.9142		0.9258		0.0004381
42		0.0335		0.0120		0.9206		0.9110		0.0004365
43		0.0360		0.0115		0.9148		0.9127		0.0004350
44		0.0358		0.0113		0.9172		0.9137		0.0004335
45		0.0341		0.0131		0.9208		0.9135		0.0004320
46		0.0382		0.0114		0.9133		0.9134		0.0004304
47		0.0362		0.0144		0.9146		0.9097		0.0004289
48		0.0386		0.0130		0.9129		0.9160		0.0004274
49		0.0351		0.0115		0.9187		0.9113		0.0004259
50		0.0368		0.0107		0.9179		0.9152		0.0004243
51		0.0332		0.0117		0.9234		0.9177		0.0004228
52		0.0363		0.0116		0.9178		0.9234		0.0004213
53		0.0352		0.0125		0.9189		0.9236		0.0004197
54		0.0350		0.0111		0.9175		0.9181		0.0004182
55		0.0328		0.0119		0.9228		0.9122		0.0004167
56		0.0335		0.0118		0.9206		0.9164		0.0004152
57		0.0355		0.0122		0.9194		0.9077		0.0004136
58		0.0357		0.0115		0.9181		0.9112		0.0004121
59		0.0325		0.0120		0.9221		0.9118		0.0004106
60		0.0346		0.0121		0.9204		0.9166		0.0004090
61		0.0317		0.0109		0.9238		0.9071		0.0004075
62		0.0328		0.0109		0.9223		0.9248		0.0004060
63		0.0339		0.0127		0.9214		0.9129		0.0004044
64		0.0425		0.0138		0.9043		0.9037		0.0004029
65		0.0367		0.0120		0.9145		0.9126		0.0004014
66		0.0356		0.0126		0.9173		0.9216		0.0003998
67		0.0348		0.0124		0.9191		0.9246		0.0003983
68		0.0343		0.0111		0.9203		0.9259		0.0003967
69		0.0321		0.0113		0.9242		0.9257		0.0003952
70		0.0315		0.0118		0.9249		0.9252		0.0003937
71		0.0327		0.0109		0.9216		0.9289		0.0003921
72		0.0315		0.0116		0.9246		0.9163		0.0003906
73		0.0312		0.0156		0.9248		0.9200		0.0003890
74		0.0344		0.0104		0.9215		0.9184		0.0003875
75		0.0332		0.0115		0.9223		0.9207		0.0003859
